gene,RNA,protein,
4162,0.0972155,-0.219523413,
4163,-0.066018374,0.513448351,
4164,-0.061387018,0.203223319,
4165,-0.005417552,0.069236944,
4166,-0.018740275,-0.20761265,
4167,-0.013244497,-0.054208369,
4168,-0.111369137,-0.159111722,
4169,-0.005748211,-0.063109844,
4170,-0.049804819,-0.143547889,
4171,0.036567977,-0.125513292,
4172,0.011061244,-0.082274242,
4173,-0.04846158,-0.420991496,
4174,0.032908074,0.223825665,
4175,-0.080143021,0.257744488,
4176,0.099868252,1.104589761,
4177,-0.331576729,0.104282168,
4178,-0.159875694,0.087582122,
4179,0.048047395,0.036263607,
4180,-0.052666111,0.008262596,
4181,0.016319307,1.313595501,
4182,-0.022694355,-0.126948231,
4183,-0.086751531,0.097861078,
4184,-0.017766869,0.261868913,
4185,0.02636375,0.174884831,
4186,-0.149608546,-0.173826005,
4187,-0.086971644,0.134977571,
4188,-0.02264719,0.143866579,
4189,-0.117095556,-0.487506458,
4190,-0.077357662,0.251017593,
4191,0.031279315,-0.531294931,
4192,-0.127575956,-0.152885725,
4193,0.027587296,-0.34530753,
4194,0.034592813,0.036606786,
4195,0.083547274,0.012692306,
4196,0.072543472,-0.045424219,
4197,-0.20849591,-0.065000319,
4198,-0.055828585,0.004544392,
4199,-0.255871147,-0.24479834,
4200,-0.078706322,-0.088993861,
4201,0.015597324,0.140523671,
4202,0.205679507,0.222801725,
4203,-0.009066836,0.074902608,
4204,-0.027857441,-0.197890044,
4205,0.139216772,-0.165624282,
4206,0.105435199,-0.033777684,
4207,0.048829722,0.293285324,
4208,-0.033968113,-0.224252672,
4209,0.050602086,0.194056006,
4210,-0.028683929,-0.278732485,
4211,-0.203146407,-0.244131136,
4212,-0.028584421,0.220697018,
4213,-0.034965397,0.102419031,
4214,0.4189167,1.139066243,
4215,0.169740342,0.107026847,
4216,-0.039476508,0.122238586,
4217,-0.099261269,0.272654057,
4218,0.063478185,-0.000233069,
4219,-0.333315933,-0.704830698,
4220,-0.131832066,0.456488246,
4221,-0.028490227,0.164626808,
4222,-0.069337121,-0.085144455,
4223,-0.016892763,0.065637296,
4224,0.061770101,0.285134098,
4225,0.01987517,-0.018292313,
4226,-0.102973437,-0.029550504,
4227,-0.030488756,-0.001044825,
4228,0.107899188,-0.044317944,
4229,0.068444994,0.272192576,
4230,-0.132039826,-0.087883038,
4231,-0.087520963,0.198748841,
4232,0.03612931,-0.031151838,
4233,-0.034922759,0.135480535,
4234,0.012455209,0.628551394,
4235,0.078943562,1.03471689,
4236,-0.016545568,0.200019572,
4237,0.389464414,0.285215245,
4238,-0.132883766,0.211417508,
4239,0.228811668,1.221631962,
4240,-0.936966246,0.372125299,
4241,0.042353742,0.275461401,
4242,0.062559382,1.642438997,
4243,-0.212826351,0.3888822,
4244,-0.04657652,0.261601849,
4245,0.125977761,0.183523517,
4246,-0.017665363,0.10372874,
4247,0.013845071,-0.163830252,
4248,0.002737536,0.4071761,
4249,0.026832576,-0.030422343,
4250,0.132704383,-0.023580325,
4251,-0.004414646,0.023631701,
4252,-0.077621354,-0.442218195,
4253,-0.05522984,0.04228086,
4254,-0.012782025,-0.199956337,
4255,0.012881479,0.260099872,
4256,-0.118304916,-0.203848393,
4257,-0.007156045,0.315734156,
4258,0.068420943,-0.007530358,
4259,-0.051125836,0.397613473,
4260,-0.021523666,0.092088837,
4261,-0.274543855,0.094263629,
4262,0.018152021,0.188205829,
4263,0.010023807,0.323412098,
4264,-0.029319368,-0.049977785,
4265,-0.035705858,-0.926749454,
4266,1.018938918,2.651661137,
4267,0.076997249,0.007004831,
4268,0.079952202,-0.207036832,
4269,0.194306322,0.089249599,
4270,0.039028348,0.421784264,
4271,0.47712946,1.523738401,
4272,-0.134352288,0.52186657,
4273,-0.037114,-0.052604412,
4274,-0.059185846,-0.101698595,
4275,0.098175549,-0.000603027,
4276,0.866491735,1.620991055,
4277,0.043260554,-0.013697727,
4278,-0.106555008,0.045849731,
4279,0.029106054,0.209542783,
4280,-0.096758909,-0.023112852,
4281,-0.155713281,-0.129380292,
4282,0.059447276,0.321938994,
4283,0.016896812,0.170895461,
4284,-0.026496391,-0.059873458,
4285,-0.050387658,-0.065155699,
4286,-0.116838404,0.077988013,
4287,0.03327966,0.095418475,
4288,-0.059721912,0.056755643,
4289,-0.038832968,0.089216312,
4290,-0.168826205,0.14792248,
4291,-0.053616627,-0.524533848,
4292,-0.012505312,-0.244771156,
4293,-0.070839325,-0.01371588,
4294,0.002375367,0.495652564,
4295,-0.073160528,-0.352387025,
4296,-0.049458588,0.205695234,
4297,-0.095944862,0.431784288,
4298,-0.156744383,0,
4299,-0.000414603,0.206342823,
4300,-0.03269838,-0.447929684,
4301,-0.005435799,-0.207294364,
4302,-0.055554017,0.255954568,
4303,-0.013944072,0.047297681,
4304,-0.033242417,-0.216159714,
4305,-0.480458064,0.037191029,
4306,0.065398633,-0.084162051,
4307,0.014087299,-0.098735787,
4308,0.04158101,0.273894302,
4309,0.133293028,0.443474529,
4310,-0.089503922,-0.38659283,
4311,-0.107415471,-0.007927979,
4312,-0.07199139,-0.051026621,
4313,0.006902027,0.154233396,
4314,-0.266599634,-0.13933829,
4315,-0.017663748,0.451393519,
4316,-0.200467743,-0.033266757,
4317,0.021078193,0.201718699,
4318,0.041828068,-0.277472999,
4319,-0.014242014,-0.060713143,
4320,0.096164316,-0.106189296,
4321,0.016839561,-0.197204975,
4322,-0.153232656,-0.206513912,
4323,0.172217783,0.300775671,
4324,-0.016585368,-0.302824616,
4325,-0.084120904,-0.058008897,
4326,-0.06846634,0.013079525,
4327,-0.024007855,0.204701978,
4328,-0.150511744,0.050826442,
4329,-0.046132972,0.17777269,
4330,-0.04536674,-0.039854391,
4331,-0.0915635,0.192309133,
4332,-0.056452841,0.327048462,
4333,-0.155757686,0.314995682,
4334,-0.02030674,0.322370832,
4335,0.076257525,0.213850176,
4336,-0.174947478,0.112082884,
4337,0.047822075,0.518503059,
4338,-0.007054208,-0.065510036,
4339,0.007800402,0.480263333,
4340,0.026264953,0.063494358,
4341,0.045131119,-0.257134865,
4342,-0.059568361,0.207682129,
4343,0.041549514,0.059502465,
4344,2.095313416,4.075464128,
4345,-0.171709152,-0.323602228,
4346,-0.053164964,0,
4347,-0.034377597,0.003247127,
4348,-0.055603903,-0.27207727,
4349,0.078922336,0.161800057,
4350,-0.194726347,-0.069325625,
4351,-0.022567657,-0.193101715,
4352,-0.04507111,-0.126161699,
4353,0.016625723,0.237382708,
4354,0.013031608,-0.099794568,
4355,0.035048019,-0.285835268,
4356,-0.056570645,-0.22620275,
4357,-0.007136544,0.292178775,
4358,0.082850895,-0.035293617,
4359,-0.055146058,-0.099643373,
4360,0.172378784,0.13583337,
4361,-0.000732691,0.084079571,
4362,-0.32406593,0.017740078,
4363,-0.042688196,0.133599873,
4364,-0.068808332,0.382018301,
4365,0.10822895,0.230094871,
4366,-0.136966218,0.249563473,
4367,0.100125077,0.112473029,
4368,0.023605479,0.183397528,
4369,-0.046395691,-0.106818736,
4370,-0.021307365,-0.112998454,
4371,-0.058266207,0.103733211,
4372,0.202087635,1.258022602,
4373,0.081650871,0.189035032,
4374,-0.077144393,0.340080601,
4375,-0.053161911,-0.064924944,
4376,-0.105038213,-0.003887486,
4377,-0.096095398,0.177733123,
4378,-0.054495128,0.121321707,
4379,-0.023540161,-3.84E-05,
4380,-0.120784305,-0.237011811,
4381,-0.400229438,-1.064512634,
4382,0.101249207,-0.196598835,
4383,-0.021442664,0.104821179,
4384,-0.020659104,-0.190503936,
4385,0.001008994,-0.159732661,
4386,-0.044190847,0.115309379,
4387,-0.035922823,-0.106022016,
4388,-0.067356542,-0.14687452,
4389,-0.058339328,-0.076808259,
4390,-0.062156362,-0.142610947,
4391,0.08713194,-0.017562022,
4392,-0.047603096,-0.328613649,
4393,0.051837911,0.255337538,
4394,0.247296034,-0.151666332,
4395,0.184319001,1.384119159,
4396,-0.30916355,0.110922107,
4397,0.070387777,0.186202588,
4398,0.066567579,0.07135727,
4399,0.008977598,0.13610551,
4400,0.004753333,-0.291504788,
4401,-0.124432899,0.093295436,
4402,-0.059572013,0.074818563,
4403,-0.031989927,-0.141172906,
4404,0.14768766,0.709652005,
4405,-0.095289432,-0.274731038,
4406,-0.057759963,-0.836243839,
4407,-0.028479748,0.373045519,
4408,0.1623018,0.564906441,
4409,-0.103298713,0.026254705,
4410,0.11526427,0.084248314,
4411,-0.075753453,0.398629864,
4412,0.084219541,-0.189031822,
4413,-0.083060435,0.046426256,
4414,-0.040131735,0.010143706,
4415,-0.021515574,0.363606702,
4416,-0.166058225,-0.107232411,
4417,-0.102409573,0.259286055,
4418,0.025958062,0.177912503,
4419,-0.037757607,0.280860234,
4420,-0.145108115,-0.036298018,
4421,-0.302918974,-0.109665273,
4422,-0.021491544,0.119453458,
4423,0.192286669,0.09725619,
4424,0.123432641,0.159001123,
4425,-0.093645378,-0.334644172,
4426,0.09226631,-0.242752624,
4427,0.029352419,0.653638022,
4428,0.103646432,-0.195050211,
4429,-0.055120577,0.002684898,
4430,-0.035560378,-0.006079296,
4431,-0.115956118,0.200577311,
4432,-0.013588638,-0.15512705,
4433,0.031517321,-0.110178013,
4434,0.04868219,-0.089322565,
4435,0.048995364,-0.291491973,
4436,-0.139542783,-0.202078888,
4437,-0.002193315,0.127041396,
4438,0.040376516,-0.213520437,
4439,0.010081052,0.149419527,
4440,-0.039358269,-0.076949645,
4441,-0.117684036,-0.024461323,
4442,0.265061126,-0.007752544,
4443,-0.055844324,-0.208065103,
4444,-0.005775844,-0.028895523,
4445,0.026206104,0.101893901,
4446,-0.036953549,0.342122994,
4447,0.052978703,-0.033693976,
4448,-0.03206828,0.692785225,
4449,-0.135553938,0.138955052,
4450,-0.048830695,0.200806568,
4451,-0.21242273,0.284152215,
4452,-0.031530226,0.208183326,
4453,0.133734791,0.441895971,
4454,0.075105234,0.149747445,
4455,-0.003562059,-0.395800379,
4456,0.119173747,-0.209670475,
4457,0.078079664,0.86939055,
4458,-0.03207352,0.086156783,
4459,-0.154787846,-0.145603873,
4460,-0.191563121,-1.721392419,
4461,0.10295645,-0.109993222,
4462,0.000248626,0.129947163,
4463,0.111097698,-0.227123438,
4464,0.127318585,0.412789122,
4465,-0.028025332,-0.144651971,
4466,0.036913679,0.258891946,
4467,0.067923974,0.051202908,
4468,-0.062714988,0.101605668,
4469,-0.197211411,-0.049538977,
4470,-0.112166574,-0.137615884,
4471,0.548179031,1.338413672,
4472,0.024444859,-0.177033265,
4473,0.224626503,1.426075658,
4474,-0.010822606,-0.274612427,
4475,0.236033352,-0.238409765,
4476,-0.016656207,-0.120315551,
4477,-0.20338268,0.429591551,
4478,-0.074710577,-0.261009013,
4479,-0.146576051,-0.347341904,
4480,0.006460743,-0.218982612,
4481,-0.098061974,0.134513083,
4482,-0.012252377,-0.038945645,
4483,-0.03483795,-0.074853769,
4484,0.100030704,-0.053932645,
4485,-0.076762167,-0.355890256,
4486,-0.107242502,-0.165387601,
4487,0.236299436,0.834974845,
4488,-0.009912046,-0.114886392,
4489,-0.05716589,0.349975107,
4490,-0.17923944,0.044502164,
4491,-0.018746082,-0.018019609,
4492,0.036605155,0.143595528,
4493,-0.025698688,0.145605494,
4494,-0.113408761,-0.100697053,
4495,0.045074543,-0.054460162,
4496,0.009762964,-0.219852468,
4497,0.088263566,0.037942209,
4498,-0.041827696,-0.028323282,
4499,0.113816072,-0.038818719,
4500,0.147732293,0.424903583,
4501,0.082489454,-0.229853644,
4502,0.048155375,0.200725291,
4503,-0.013760557,0.358717572,
4504,-0.051583715,0.192415662,
4505,0.052888639,0.596025201,
4506,-0.072308898,0.281579767,
4507,0.019696164,0.278710227,
4508,0.043088375,0.105440081,
4509,-0.273597743,-0.084003662,
4510,-0.019225598,0.064148457,
4511,-0.103607862,-0.021826194,
4512,-0.048849482,-0.160046673,
4513,-0.055827256,0.277679626,
4514,0.178953354,0.218569275,
4515,0.063561545,0.646956641,
4516,-0.095982555,-0.291164124,
4517,0.088198429,-0.176650077,
4518,0.026412937,0.020165527,
4519,0.004824463,-0.242477881,
4520,-0.060863835,-0.10548068,
4521,-0.047482355,0.044484485,
4522,-0.018183566,-0.202226972,
4523,0.035171126,0.1195568,
4524,-0.095469101,0.160525969,
4525,0.035601383,0.009515888,
4526,0.028868721,-0.094048962,
4527,0.378426839,0.091813546,
4528,-0.075382626,-0.523176043,
4529,0.031568803,0.073886616,
4530,-0.014095778,0.107491759,
4531,0.126919541,-0.061832693,
4532,-0.022964504,-0.138209128,
4533,-0.104063876,0.030938966,
4534,0.084651609,0.823918716,
4535,0.240070328,-0.249046964,
4536,-0.022281003,-0.896714601,
4537,-0.16146455,0.227822823,
4538,0.146762944,-0.343763544,
4539,-0.07186665,-0.280755894,
4540,-0.110590484,-0.270730852,
4541,-0.098515689,-0.148134289,
4542,0.090998767,0.00697801,
4543,-0.042583412,-0.106328259,
4544,-0.035537237,-0.003018658,
4545,-0.00253642,-0.386051242,
4546,-0.093909809,-0.050071648,
4547,-0.088947896,-0.249733143,
4548,-0.062282094,0.033926787,
4549,0.023382826,0.106049556,
4550,0.059343117,0.043844257,
4551,-0.030033984,-0.060715995,
4552,0.028063804,0.333840704,
4553,0.063240962,-0.047571905,
4554,-0.009267699,-0.148674964,
4555,-0.078975208,-0.006065908,
4556,-0.040795305,0.108739347,
4557,0.027935664,0.060679572,
4558,0.083646748,0.103291811,
4559,0.022575827,-0.316235261,
4560,-0.031500273,-0.063696962,
4561,1.591678495,2.564913761,
4562,-0.027148834,0.182771956,
4563,-0.007329415,0.363228854,
4564,-0.029596222,-0.013697321,
4565,0.122527707,0.255612171,
4566,0.048823505,0.46783983,
4567,-0.169512533,0.210214699,
4568,0.043663777,0.177956245,
4569,0.024250214,0.021372191,
4570,0.074848092,0.284898368,
4571,-0.085642723,-0.066065007,
4572,-0.060044136,-0.017006773,
4573,-0.230750692,-0.141312745,
4574,0.144845118,-0.11307055,
4575,-0.091898403,0.089607373,
4576,0.084529665,0.160625,
4577,-0.007487936,0.169923077,
4578,0.21864872,0.275872893,
4579,-0.002692043,0.022391329,
4580,-0.211298351,-0.128197637,
4581,0.00313062,-0.122653847,
4582,-0.026754009,0.255424679,
4583,0.061438212,0.332584714,
4584,-0.109394554,-0.099742567,
4585,-0.019687294,-0.128024878,
4586,-0.019948943,0.17833898,
4587,-0.07477041,-0.079508761,
4588,0.066106551,0.066908159,
4589,0.108778959,0.218342805,
4590,-0.024072104,0.133427317,
4591,-0.342151097,-0.253521877,
4592,-0.017527059,-0.624552922,
4593,0.08451082,0.201905924,
4594,0.181301087,-0.363412489,
4595,-0.064738886,-0.070783538,
4596,-0.139895114,-0.019418638,
4597,-0.049833006,-0.07204917,
4598,-0.004507837,0.068109505,
4599,-0.059802755,-0.120505268,
4600,-0.067741075,0.192904583,
4601,-0.012885624,-0.243357759,
4602,0.90281132,3.086788995,
4603,0.136008052,0.321098016,
4604,-0.126080165,0.139964088,
4605,-0.028185238,0.083179287,
4606,0.020946109,-0.290069595,
4607,-0.122820588,0.310530956,
4608,-0.015844954,-0.215507148,
4609,0.166470668,0.442149711,
4610,-0.118999172,0.361590834,
4611,0.186600993,0.332760819,
4612,-0.143511468,0.100379161,
4613,-0.220335136,-0.453986999,
4614,-0.031253616,-0.039034099,
4615,0.033948834,0.243272222,
4616,0.009333816,0.079854326,
4617,-0.081428323,-0.055127163,
4618,0.084981016,0.287819076,
4619,0.036374436,0.038013383,
4620,0.026748858,0.249996854,
4621,-0.261858738,-0.335702617,
4622,-0.050867535,-0.063828285,
4623,-0.026619583,0.061655265,
4624,0.270470574,0.858906273,
4625,-0.095163275,-0.052348695,
4626,0.006029264,0.252350209,
4627,-0.008411398,0.380747526,
4628,-0.427520954,-0.195028156,
4629,-0.110531654,-0.060569631,
4630,-0.093030724,-0.044500456,
4631,-0.166332745,-0.137096085,
4632,0.015784175,0.257238028,
4633,-0.311098087,-0.124937021,
4634,-0.008047561,0.030136925,
4635,-0.172738044,-0.21858777,
4636,0.002303395,-0.07975414,
4637,0.097384971,0.31553254,
4638,0.016723941,-0.201364784,
4639,0.001763665,0.102056368,
4640,-0.022627223,0.060709943,
4641,-0.040218118,-0.038078881,
4642,-0.03754702,0.067650337,
4643,-0.070387511,0.314138014,
4644,0.072196478,0.02886283,
4645,0.08869561,0.22676336,
4646,-0.00836272,-0.111530831,
4647,-0.066065027,-0.032214458,
4648,-0.119370301,-0.410815851,
4649,0.04400222,0.281107756,
4650,0.028569323,0.188269131,
4651,-0.048388045,0.033815048,
4652,-0.005748259,-0.087174012,
4653,0.015789217,0.319406763,
4654,-0.004415794,0.253623878,
4655,0.022191668,0.151231656,
4656,0.038755357,-0.35061161,
4657,0.140342222,-0.2991623,
4658,-0.090639549,0.100721677,
4659,-0.090747029,-0.231733807,
4660,-0.033814164,-0.427319162,
4661,0.165697646,-0.239123787,
4662,-0.028020004,0.308278642,
4663,-0.014676771,0.186171323,
4664,-0.002274405,-0.117928704,
4665,0.009590282,-0.066794294,
4666,0.009661929,0.616747949,
4667,-0.252746042,-0.18093922,
4668,-0.226850931,0.043177059,
4669,0.055935247,0.222349806,
4670,0.017833158,-0.121589763,
4671,-0.036419244,-0.071959179,
4672,-0.008873221,0.164375266,
4673,0.143910951,0.131220998,
4674,0.087679187,-0.332042975,
4675,0.005985795,-0.126582794,
4676,-0.139763522,0.245504854,
4677,0.059106587,0.470211595,
4678,0.119740354,0.010534773,
4679,-0.297867906,-0.622545021,
4680,-0.076886196,-0.188982779,
4681,-0.026171737,0.023758181,
4682,0.076037611,-0.194838183,
4683,-0.17878831,-0.038404333,
4684,0.052975989,-0.320360968,
4685,0.075098535,-0.019692034,
4686,0.224235769,-0.109662022,
4687,-0.008262655,0.093184295,
4688,0.100314886,-0.171972187,
4689,0.094950422,-0.364180963,
4690,-0.115824839,-0.065132056,
4691,0.365308759,0.375390039,
4692,0.029421213,-0.153480021,
4693,0.00873388,-0.207233654,
4694,0.044630707,-0.259824588,
4695,0.314820186,0.988751528,
4696,-0.043975048,0.363303321,
4697,-0.125978154,-0.124061229,
4698,0.082389608,0.001533599,
4699,0.285178596,0.247357223,
4700,0.284111872,0.169982626,
4701,0.129354425,-0.064833254,
4702,-0.1749612,0.420838308,
4703,-0.204256595,-0.141482005,
4704,0.040074883,0.126581503,
4705,-0.052193164,0.173359368,
4706,-0.069826369,-0.124850615,
4707,-0.100858375,0.178724401,
4708,-0.082632649,0.008253707,
4709,-0.071363527,-0.054236222,
4710,-0.006257029,-0.265968386,
4711,0.03144164,-0.190970786,
4712,0.033712326,0.083088581,
4713,0.052852775,-0.238226409,
4714,-3.04E-05,0.150912229,
4715,-0.115873915,-0.221772644,
4716,0.025770876,0.341034573,
4717,-0.024819547,0.228636348,
4718,0.000837685,-0.014641143,
4719,0.061846319,-0.094628968,
4720,0.014621635,-0.281176221,
4721,0.117308373,0.014962977,
4722,0.042408179,0.080081096,
4723,0.194936521,-0.148935734,
4724,0.02549663,0.287470152,
4725,-0.125620121,0.069817751,
4726,-0.127635128,-0.030990521,
4727,0.006015492,0.057908307,
4728,0.162315999,-0.247751318,
4729,-0.120017454,0.209915487,
4730,-0.012961658,0.284443842,
4731,-0.018875953,-0.331383677,
4732,0.153807054,0.827364624,
4733,0.10916185,0.668203642,
4734,-0.096709567,-0.1259383,
4735,0.005342742,0.359767752,
4736,-0.077214588,-0.128995407,
4737,-0.060482443,-0.214429423,
4738,0.011092888,0.504577632,
4739,-0.086411488,-0.159834739,
4740,-0.064332371,-0.110612699,
4741,0.13777354,0.042106472,
4742,0.065339655,0.39370231,
4743,-0.065422777,0.383702701,
4744,0.01202098,0.123272897,
4745,0.000161081,-0.049362644,
4746,-0.094223101,-0.108602694,
4747,-0.16336295,-0.255547284,
4748,0.092047402,0.20192889,
4749,0.043306232,-0.098663703,
4750,0.025083614,-0.023677213,
4751,-0.064421118,-0.247161903,
4752,-0.092949842,-0.173130462,
4753,-0.05976353,0.247563792,
4754,0.018738838,-0.554301125,
4755,-0.001688029,-0.059025987,
4756,-0.204538991,0.285923277,
4757,0.006384848,-0.081620237,
4758,-0.071751332,0.116308043,
4759,-0.173125047,0.24702196,
4760,0.028317308,0.088055516,
4761,0.040940727,-0.223593515,
4762,0.112392735,-0.05449866,
4763,-0.049539246,-0.196106052,
4764,0.194284886,0.527342855,
4765,-0.016810768,-0.169515445,
4766,0.026521672,-0.12370942,
4767,-0.067854711,0.113363117,
4768,-0.135885856,-0.278041572,
4769,0.045996627,-0.135639323,
4770,0.155525829,0.149472386,
4771,0.296894874,-0.196514074,
4772,-0.076863965,-0.106920966,
4773,0.028578377,-0.169048191,
4774,-0.029726934,0.071385138,
4775,0.076461229,-0.107236161,
4776,-0.212037754,-0.251530971,
4777,0.030936134,-0.006348453,
4778,-0.076842316,-0.032443766,
4779,-0.003481481,0.138584542,
4780,-0.080295978,-0.243125874,
4781,0.001892174,-0.171349209,
4782,0.072890517,0.304274406,
4783,0.020930075,0.005705331,
4784,0.166894985,0.118696872,
4785,-0.065564633,0.035073762,
4786,0.043310029,0.445108843,
4787,-0.039623643,0.238766843,
4788,-0.292255938,-0.621673537,
4789,-0.097438577,-0.391543897,
4790,-0.078263754,-0.105564969,
4791,0.03321539,-0.006782784,
4792,0.16238845,-0.2598185,
4793,0.047693554,0.140134819,
4794,0.064385861,0.211814939,
4795,-0.028285844,-0.108422723,
4796,-0.081717005,-0.029907081,
4797,-0.077701167,-0.307542266,
4798,0.086277953,-0.022844358,
4799,-0.096146887,-0.258339964,
4800,-0.009030867,-0.188419232,
4801,-0.007982066,-0.251117587,
4802,0.026952528,0.10904975,
4803,-0.120185754,0.199850471,
4804,-0.081526833,-0.272827362,
4805,0.20452081,0.343843211,
4806,-0.063355484,0.037553661,
4807,-0.001881087,0.531254309,
4808,0.08436133,-0.353471441,
4809,0.066923478,0.306577579,
4810,-0.105653058,0.035173453,
4811,0.17956456,0.562854746,
4812,-0.114317057,-0.272426759,
4813,-0.145489823,0.047929688,
4814,-0.097341637,0.452427921,
4815,-0.170277326,-0.05550642,
4816,-0.018881382,-0.093793527,
4817,0.017058744,-0.19412905,
4818,0.00567837,-0.149911243,
4819,0.039785672,0.247600553,
4820,0.138369259,0.153942437,
4821,0.164917558,0.132386884,
4822,0.060629061,-0.114182504,
4823,-0.100063743,0.112014252,
4824,-0.005679182,0.323485161,
4825,-0.085036193,0.251349958,
4826,-0.113141072,-0.08083271,
4827,0.011016811,0.309701402,
4828,-0.104674819,0.13391052,
4829,0.003381293,-0.274619055,
4830,0.007650594,0.170596483,
4831,0.081093955,-0.103085663,
4832,0.180372729,0.379789172,
4833,-0.069155403,0.204249384,
4834,-0.014918488,-0.072212159,
4835,0.854611762,2.172977562,
4836,0.300566808,0.582641449,
4837,0.252168283,-0.098788105,
4838,0.093094904,-0.199259944,
4839,0.049251976,0.141170355,
4840,-0.009345635,0.312830175,
4841,1.010505469,2.102371495,
4842,-0.097727841,-0.092454502,
4843,-0.013766128,-0.072391635,
4844,0.183463128,0.174550444,
4845,0.02502965,0.445370426,
4846,-0.182909208,-0.059267156,
4847,-0.116134258,-0.077186166,
4848,0.269723861,-0.311211,
4849,0.046504755,-0.102328273,
4850,-0.040430974,0.314982897,
4851,0.125009146,-0.045220903,
4852,0.904728024,2.393697939,
4853,0.053224094,0.023819875,
4854,0.016976825,0.344069936,
4855,0.149456667,0.038130096,
4856,-0.258228965,-0.010094592,
4857,-0.018658574,-0.185159823,
4858,0.214643771,0.112523508,
4859,0.111666477,-0.218400621,
4860,-0.056307983,0.076557608,
4861,-0.064453796,-0.049118874,
4862,0.044033655,-0.021672489,
4863,-0.115257995,-0.025768612,
4864,-0.067760493,-0.102144756,
4865,-0.078404603,-0.215613092,
4866,-0.06998462,-0.132374342,
4867,-0.127248569,-0.237036304,
4868,-0.008163068,-0.303350435,
4869,-0.110126366,-0.269737412,
4870,-0.00785362,-0.010190558,
4871,-0.083816604,-0.148373951,
4872,-0.126304759,0.108539036,
4873,-0.026966007,-0.070445893,
4874,-0.030932172,0.086864962,
4875,-0.001254572,-0.091307226,
4876,-0.144693137,-0.00083461,
4877,0.014644056,0.270793788,
4878,-0.001494175,-0.089024674,
4879,0.008389717,-0.259779151,
4880,0.024103352,0.103427459,
4881,-0.035409984,-0.219386995,
4882,-0.190428639,-0.227201058,
4883,0.007446768,-0.106655453,
4884,0.039880726,-0.154052043,
4885,0.089261691,0.027286285,
4886,0.038540709,-0.088218927,
4887,0.564449243,1.387207594,
4888,-0.066983876,-0.130625908,
4889,0.440028388,1.488648515,
4890,0.062706426,0.073911507,
4891,0.704992364,2.13401872,
4892,-0.060377821,0.339848689,
4893,-0.019740937,0.03474327,
4894,0.057227299,-0.1701568,
4895,-0.009061845,-0.07895043,
4896,-0.161281206,-0.123311311,
4897,-0.054219031,-0.199390212,
4898,-0.012321625,-0.060127199,
4899,0.098097225,0.045367679,
4900,-0.047688753,-0.056737939,
4901,0.107334455,0.462052337,
4902,0.313318449,0.7878041,
4903,-0.073774546,-0.020820068,
4904,-0.071516891,-0.160627999,
4905,0.016417979,-0.10887029,
4906,-0.065357289,0.263074404,
4907,-0.313005332,0.233059201,
4908,-0.054213843,0.415131215,
4909,0.081348082,-0.039978434,
4910,0.089936583,0.190776977,
4911,0.012941407,-0.182427616,
4912,0.020198545,0.074479477,
4913,0.016340586,-0.082513453,
4914,-0.001447805,-0.163095327,
4915,0.031020504,0.228974923,
4916,-0.087357034,-0.098628663,
4917,0.017397272,0.175247954,
4918,0.1043874,0.072545356,
4919,0.025181111,-0.085263925,
4920,-0.030431428,0.111331698,
4921,-0.222541053,-0.237370651,
4922,0.027817496,0.362721512,
4923,-0.05165285,0.207778638,
4924,0.126868571,-0.258437403,
4925,-0.006360228,-0.050100595,
4926,-0.019926211,-0.001598725,
4927,-0.080571526,0.241951774,
4928,-0.060553522,0.237008648,
4929,0.028804233,0.146072426,
4930,-0.038984633,-0.005203836,
4931,0.102697625,0.363146381,
4932,-0.071587987,0.582614344,
4933,-0.007295939,0.292741048,
4934,0.020747096,-0.088521825,
4935,-0.035094746,0.036928925,
4936,-0.030045556,-0.126118108,
4937,0.107870446,0.137567078,
4938,0.070169223,-0.303622495,
4939,-0.092771284,0.174232275,
4940,0.068919784,-0.056953798,
4941,-0.130350284,-0.072414623,
4942,-0.121545728,-0.098415277,
4943,-0.023026233,-0.163752562,
4944,-0.029041982,0.053431759,
4945,0.019598099,0.090051844,
4946,0.253013516,0.267396896,
4947,-0.008437963,-0.215980841,
4948,-0.0208176,0.051985688,
4949,-0.063168348,-0.311216734,
4950,0.212999422,0.056696813,
4951,0.231598139,-0.072537897,
4952,-0.109089724,0.03491437,
4953,0.007288425,0.155624903,
4954,-0.135219779,-0.212150028,
4955,0.00577949,-0.100680946,
4956,-0.116902954,-0.159042806,
4957,0.125883593,0.018010419,
4958,-0.171550927,-0.37256076,
4959,-0.158710943,-0.126219693,
4960,0.07456251,-0.166681476,
4961,-0.058923415,-0.206968527,
4962,-0.028023243,0.134355328,
4963,-0.025339799,0.22561093,
4964,0.133131609,-0.142041375,
4965,-0.248101859,-0.320350763,
4966,0.040350458,0.233108232,
4967,0.046747292,0.144266012,
4968,0.053687255,-0.047270842,
4969,0.013333545,0.010291131,
4970,-0.097799361,-0.165594136,
4971,0.008352605,-0.052796947,
4972,-0.019202987,-0.284361035,
4973,-0.062984137,0.261655776,
4974,0.159147484,0.246369835,
4975,-0.043855192,-0.023243618,
4976,-0.101080558,-0.726645135,
4977,-0.034199528,0.12104409,
4978,-0.126309574,0.102803362,
4979,-0.116742569,0.109767868,
4980,-0.05097716,0.261734657,
4981,0.057030857,0.645551655,
4982,0.049096332,0.445710236,
