gene,RNA,protein,
1688,-0.020820215,-0.899807928,
1689,0.03064322,0.09088014,
1690,0.098134748,0.116582396,
1691,0.034955806,0.192093075,
1692,0.071713469,-0.145030486,
1693,-0.072154262,-0.304418263,
1694,-0.021427465,0.095034683,
1695,0.019537229,0.167393097,
1696,-0.250748201,-0.116521379,
1697,-0.108543868,-0.193699391,
1698,-0.069334542,-0.258434853,
1699,-0.042612329,-0.038491616,
1700,-0.061186162,0.246174898,
1701,0.123766739,0.048443493,
1702,-0.152400668,0.192695296,
1703,-0.030204503,0.033916153,
1704,0.027501017,0.478649413,
1705,0.012169688,-0.064635548,
1706,0.022609821,-0.020542175,
1707,-0.058771855,0.091454472,
1708,0.018554269,0.089677372,
1709,0.047107268,-0.312947355,
1710,0.035908997,0.20157521,
1711,-0.219956794,0.160228031,
1712,-0.007633064,-0.124722296,
1713,-0.040442163,0.027869994,
1714,-0.094239606,-0.061253624,
1715,8.37E-05,0.180821254,
1716,0.0302863,0.016501156,
1717,0.07727644,-0.269493327,
1718,-0.088066662,-0.006067607,
1719,-0.11429312,0.013667854,
1720,-0.06184078,-0.023384537,
1721,0.033129573,0.194261859,
1722,-0.06305079,0.818769094,
1723,-0.009856921,-0.186249001,
1724,0.024484392,-0.024832569,
1725,-0.020927762,-0.360616924,
1726,-0.073622691,-0.133493547,
1727,-0.020219035,-0.161218965,
1728,-0.071892636,-0.100360473,
1729,-0.000102596,0.053509205,
1730,-0.056131198,-0.196640377,
1731,-0.032778397,0.148705347,
1732,0.012665148,0.131174916,
1733,-0.017025274,0.042215128,
1734,0.179352021,0.268913979,
1735,-0.070965171,-0.138301763,
1736,-0.015344133,0.196674216,
1737,0.076704113,-0.007353455,
1738,-0.04566059,-0.249920494,
1739,-0.010126721,-0.02063326,
1740,-0.142010344,0.181486133,
1741,-0.002858999,-0.073207465,
1742,-0.01387915,-0.062023004,
1743,-0.069070304,-0.01244221,
1744,-0.064078025,-0.307374856,
1745,0.108900566,0.242284171,
1746,-0.003786491,-0.082164679,
1747,0.196843023,0.142487748,
1748,-0.251983091,-0.363467119,
1749,0.016974734,0.204666525,
1750,-0.060315303,-0.039439244,
1751,0.079963083,-0.016946973,
1752,-0.067630458,-0.006167483,
1753,-0.009710343,0.053237768,
1754,-0.04541931,-0.358036697,
1755,-0.033275797,-0.019926362,
1756,-0.032043335,0.137493716,
1757,0.09664039,-0.037734307,
1758,0.040815843,0.141825952,
1759,-0.009683603,0.020718867,
1760,0.081704338,0.379236864,
1761,-0.267093625,-0.138324353,
1762,0.1155671,0.044495718,
1763,-0.133458047,0.037711871,
1764,-0.009813086,0.173136695,
1765,0.091608281,-0.23233588,
1766,0.08143999,-0.176156944,
1767,0.042134136,-0.172093025,
1768,0.133767561,0.633520154,
1769,-0.061962896,-0.142032836,
1770,-0.019464409,0.256504628,
1771,-0.143406211,0.135634207,
1772,-0.071865385,0.03107279,
1773,-0.179690593,-0.106929048,
1774,-0.063004558,-0.192187963,
1775,-0.123453813,-0.059682589,
1776,-0.005476099,-0.266342863,
1777,-0.1179239,-0.465836813,
1778,0.01912723,0.073073722,
1779,-0.232698707,-1.222991697,
1780,0.044937118,-0.076204616,
1781,0.047281346,0.096504432,
1782,0.103022972,-0.267076571,
1783,0.107533521,-0.09128155,
1784,0.022705743,-0.177575306,
1785,-0.020871221,0.025172865,
1786,-0.118897619,0.201879544,
1787,0.257579939,0.01168409,
1788,0.131721909,0.337177847,
1789,-0.09453106,0.09369156,
1790,-0.039413247,0.094469531,
1791,-0.036907837,0.015956541,
1792,0.217274016,-0.232268231,
1793,0.057138054,-0.025886813,
1794,-0.035802979,0.339496475,
1795,-0.001605201,0.162026457,
1796,-0.058057164,-0.298201103,
1797,-0.023462745,-0.084754257,
1798,-0.160489673,-0.160352579,
1799,0.005311225,-0.058827088,
1800,-0.156876988,-0.068538658,
1801,-0.098262233,0.018688866,
1802,0.189980684,0.263910185,
1803,0.080577238,-0.064514884,
1804,-0.011104442,0.047684329,
1805,-0.080726718,0.086568794,
1806,0.011795087,-0.393887678,
1807,-0.186730784,-0.039002997,
1808,0.11190933,-0.334965684,
1809,0.226948545,-0.144114437,
1810,-0.12040648,-0.177823397,
1811,-0.1707407,-0.13567359,
1812,0.068759986,0.375057097,
1813,0.077029806,0.113983096,
1814,-0.21427223,-0.221222628,
1815,-0.110045474,0.068403777,
1816,-0.086423774,0.118169591,
1817,0.255635702,-0.166723764,
1818,-0.0582901,-0.197738444,
1819,-0.455917535,0.161462042,
1820,-0.848976271,-0.147173043,
1821,-0.107554192,0.040731328,
1822,-0.072141645,0.888692633,
1823,0.017152173,0.441463714,
1824,0.125702048,0.287074357,
1825,0.012267102,-0.069162847,
1826,-0.179231067,-0.15747622,
1827,0.013900844,-0.165540666,
1828,0.037262861,0.094223577,
1829,0.008428113,0.036880476,
1830,-0.027280667,0.359797324,
1831,-0.030009219,-0.221378364,
1832,-0.037584768,0.145927997,
1833,0.000313059,0.216581134,
1834,-0.040676303,-0.429308591,
1835,-0.036755825,-0.103183402,
1836,0.055980758,0.294356875,
1837,0.046798104,-0.030743931,
1838,0.08530097,-0.074453419,
1839,-0.169899377,-0.018880213,
1840,0.286245436,1.048254295,
1841,0.01544597,0.07800528,
1842,-0.055668089,0.106123087,
1843,0.097025708,-0.032452901,
1844,0.192667053,0.343861603,
1845,0.011534635,0.079988222,
1846,0.144956095,-0.081051496,
1847,0.063358258,0.031680185,
1848,0.14010898,0.627298056,
1849,0.060655752,0.393979737,
1850,0.170232448,-0.041681414,
1851,0.200480551,0.031754452,
1852,-0.052665579,-0.104640548,
1853,0.063311618,-0.112545562,
1854,-0.015989268,-0.05460932,
1855,-0.028596626,-0.287298518,
1856,-0.150442365,0.131614308,
1857,0.022505261,0.254902833,
1858,0.103153034,0.010667848,
1859,0.036290643,0.22691641,
1860,-0.119293455,0.105129724,
1861,-0.077771749,-0.061881836,
1862,0.068295703,-0.079493523,
1863,-0.114361756,-0.082079089,
1864,-0.042850888,-0.380725328,
1865,0.174420034,0.008477969,
1866,0.082175473,0.053756313,
1867,0.067819677,0.579827665,
1868,0.100952924,0,
1869,-0.121331113,0.063509293,
1870,-0.062588514,-0.251530746,
1871,0.021922526,0.872194431,
1872,0.061426082,-0.482931374,
1873,-0.064142515,0.040491799,
1874,-0.022407425,-0.00836789,
1875,0.095351696,-0.125902802,
1876,-0.019644787,0.126717323,
1877,0.273217789,0.966546101,
1878,0.057845557,0.074720307,
1879,0.009249949,0.156280033,
1880,-0.10645313,-0.508327772,
1881,-0.048846696,0.031485843,
1882,0.000551196,0.06213746,
1883,0.046959067,-0.011941213,
1884,-0.017292131,0.247359211,
1885,-0.098283734,-0.015336409,
1886,0.000903493,-0.067188797,
1887,-0.001631046,-0.143793567,
1888,-0.210555132,0.24942123,
1889,-0.118961625,-0.072962339,
1890,0.040887133,-0.144147553,
1891,0.076445006,0.021844413,
1892,-0.032645723,-0.204550495,
1893,-0.191837954,-0.070439357,
1894,0.010681549,0.226945224,
1895,0.051729846,0.302680492,
1896,0.017201749,-0.109576758,
1897,0.11281243,0.127897802,
1898,0.113063428,0.24144769,
1899,-0.29816466,0.166329679,
1900,-0.012926652,0.08465304,
1901,0.063968249,-0.145161116,
1902,-0.021365207,-0.055771935,
1903,-0.240210113,0.652536723,
1904,0.034127925,-0.044259475,
1905,-0.099036259,-0.033471425,
1906,0.106833642,-0.02813845,
1907,0.051313506,0.282712687,
1908,-0.010050349,-0.021901469,
1909,0.038676217,0.111552507,
1910,-0.12722373,0.440110726,
1911,-0.017308484,-0.276414137,
1912,-0.024173282,0.235538953,
1913,-0.116693878,0.034361474,
1914,-0.042245594,-0.160865699,
1915,0.008898704,-0.119323218,
1916,0.063951871,-0.040593653,
1917,0.048602133,0.128218125,
1918,0.041690977,0.117835012,
1919,-0.199110248,-0.026506649,
1920,-0.129898952,-0.117112486,
1921,0.034874767,-0.103928926,
1922,-0.063329454,0.070736743,
1923,-0.04291739,0.055582831,
1924,0.091346458,0.603637612,
1925,0.05790681,0.475455855,
1926,0.088445862,0.117914076,
1927,0.02886548,0.422763403,
1928,-0.050374898,-0.32097292,
1929,0.064502189,0.116799794,
1930,-0.688195933,0,
1931,-0.019292282,-0.138938021,
1932,-0.086602093,0.301087075,
1933,-0.021352179,-0.322267507,
1934,-0.007517866,0.192853462,
1935,0.16912589,0.165980789,
1936,-0.227653416,-0.157221304,
1937,-0.023402246,0.407002602,
1938,-0.025850786,-0.381858817,
1939,-0.043128663,-0.318809413,
1940,-0.131695779,-0.181535276,
1941,-0.017308251,-0.042114,
1942,0.003042445,-0.029420102,
1943,-0.064926205,0.076355092,
1944,0.077003718,-0.510378288,
1945,-0.160365682,-0.007354128,
1946,0.006426234,0.297240336,
1947,-0.026653996,-0.022563974,
1948,-0.181776104,-0.40165505,
1949,0.060990663,0.36116598,
1950,0.007322203,-0.261741953,
1951,-0.073453155,-0.357760693,
1952,0.082400121,0.387057246,
1953,0.185010442,-0.836243839,
1954,-0.096865077,-0.115472507,
1955,-0.07536055,0.278540974,
1956,-0.180322889,0.199860973,
1957,-0.116607563,-1.300180321,
1958,-0.073905127,0.246216597,
1959,0.040825827,0.15432337,
1960,-0.054627882,-0.077565444,
1961,0.026237046,0.178358004,
1962,-0.076822971,0.161560105,
1963,0.013355075,0.017369011,
1964,-0.088561282,0.318344629,
1965,-0.23634041,0.157905016,
1966,-0.016151015,0.22118317,
1967,0.080996777,-0.000681149,
1968,-0.058371389,0.319360132,
1969,0.05915311,-0.130375333,
1970,0.177856613,-0.131738855,
1971,0.021777437,0.079259986,
1972,0.122536481,0.137365866,
1973,0.071531125,-0.601791421,
1974,-0.060834307,0.068728402,
1975,-0.023540722,-0.117867646,
1976,-0.041742374,0.247187897,
1977,-0.023664909,-0.137832522,
1978,0.030581478,0.044935682,
1979,0.188234844,-0.014343639,
1980,-0.277112025,0.461477023,
1981,-0.031871019,0.080659796,
1982,-0.117147076,0.372970666,
1983,-1.283554066,-0.196423462,
1984,-0.134155632,-0.117137294,
1985,-0.048935237,0.024986876,
1986,0.098711648,0.272308384,
1987,0.038935304,0.236137708,
1988,-0.114749053,-0.003651046,
1989,0.057473056,0.485197757,
1990,-0.049349291,0.06686755,
1991,0.007985899,-0.25503811,
1992,-0.024710173,-0.156284368,
1993,-0.042011278,-0.054115025,
1994,-0.07499364,0.235696656,
1995,0.017927348,0.056818917,
1996,0.144372637,1.110546997,
1997,-0.03598421,0.220711979,
1998,0.016502729,-0.14498089,
1999,-0.04562555,0.016039492,
2000,0.195597641,-0.008710981,
2001,-0.00951104,-0.049864202,
2002,0.038508669,-0.076415037,
2003,-0.099917598,-0.214952962,
2004,-0.044948035,-0.268134897,
2005,0.103300883,-0.183872824,
2006,0.024060025,-0.276532806,
2007,0.00323824,-0.082578865,
2008,0.245517971,-0.183526865,
2009,0.010988783,0.126505555,
2010,0.118521729,-0.27288016,
2011,-0.090722463,0.177762633,
2012,0.038079137,0.279101355,
2013,-0.35812781,0.293792288,
2014,0.052909772,0.090855416,
2015,-0.122119118,-0.10623404,
2016,0.059036366,0.02233189,
2017,-0.149250775,0.031051723,
2018,-0.140757771,-0.147160302,
2019,0.066959321,-0.047137565,
2020,-0.087257739,-0.018412202,
2021,0.016329596,-0.023455635,
2022,-0.057520437,-0.024984591,
2023,0.150717169,-0.016901839,
2024,-0.088251095,-0.013108462,
2025,-0.034317548,-0.034042043,
2026,0.128999052,0.12033116,
2027,0.056785344,0.170005982,
2028,-0.021727204,-0.157701837,
2029,0.005981158,-0.060592216,
2030,-0.031104492,0.298916341,
2031,0.198471775,-0.104016876,
2032,-0.258448221,0.05151859,
2033,-0.081874737,-0.158473789,
2034,0.001828474,-0.107302826,
2035,-0.016745561,-0.017805741,
2036,0.051642194,0.065011574,
2037,0.047282634,-0.170382296,
2038,-0.00379595,0.258031407,
2039,-0.000112018,0.027557229,
2040,0.466985114,0.608142213,
2041,-0.088356,0.251397747,
2042,0.128616384,-0.108179084,
2043,0.058490599,-0.281900638,
2044,-0.135982324,0.190471505,
2045,0.058284053,0.250105561,
2046,-0.009368541,-0.088557967,
2047,0.025291519,-0.03934828,
2048,-0.152117463,0.227161232,
2049,0.017355468,0.263261605,
2050,-0.129736085,-0.167275747,
2051,-0.092736147,-0.268837375,
2052,-0.07546502,-0.306818984,
2053,-0.020453762,0.054650431,
2054,0.042304165,0.090742805,
2055,-0.033319983,0.317798219,
2056,0.051176814,0.297695543,
2057,0.056584131,0.434314611,
2058,0.086902661,0.113133443,
2059,-0.01785546,-0.205549274,
2060,1.116278316,2.83338319,
2061,0.021692687,0.118495156,
2062,0.017885157,-0.217849902,
2063,0.030242882,-0.031715538,
2064,0.057390439,-0.005745467,
2065,0.104557127,0.242891233,
2066,0.001383506,-0.115761248,
2067,-0.170206749,0.317093059,
2068,-0.077881686,0.535440948,
2069,0.050828543,0.025336823,
2070,-0.00565268,0.147535062,
2071,0.070798487,0.032398298,
2072,0.045747229,0.034602344,
2073,0.063425113,0.156615193,
2074,0.052800057,0.165515259,
2075,-0.086918692,0.142582507,
2076,-0.039236165,-0.113245099,
2077,0.079208834,-0.081041666,
2078,0.030210147,0.00146446,
2079,-0.031410117,-0.033253549,
2080,-0.042852189,-0.331067198,
2081,-0.052308768,-0.086387666,
2082,0.081814517,-0.116279081,
2083,-0.034232657,0.02907017,
2084,-0.023867906,-0.23551877,
2085,0.117455285,0.191657336,
2086,-0.148129105,-0.358143766,
2087,-0.029635491,-0.2417811,
2088,0.043621653,0.01852375,
2089,-0.082090712,-0.200057469,
2090,-0.092617499,-0.116428419,
2091,0.013975351,-0.216838426,
2092,-0.246086064,-0.2071258,
2093,-0.007123725,-0.139969815,
2094,0.17915696,-0.159551509,
2095,-0.21693021,0,
2096,-0.161527341,-0.26596136,
2097,-0.001543019,-0.01795962,
2098,-0.083901276,-0.284688605,
2099,-0.045419381,-0.209913507,
2100,0.064506875,-0.298433114,
2101,-0.032665601,-0.028674473,
2102,0.273813866,0.671772136,
2103,-0.085477342,-0.259423598,
2104,-0.015350967,-0.331567883,
2105,0.03780142,-0.162875395,
2106,-0.04934172,-0.064256186,
2107,-0.094962559,0.335054815,
2108,0.049951784,-0.049035084,
2109,0.016452833,-0.156867956,
2110,-0.06329079,0.290667485,
2111,0.074229707,0.262394073,
2112,0.094878444,-0.428627616,
2113,-0.160882752,0.210183261,
2114,-0.04443449,-0.08482755,
2115,-0.267441338,0.080372122,
2116,0.030624001,-0.254169421,
2117,-0.28548251,0.080393114,
2118,0.048540381,0.150907045,
2119,-0.237916753,0.150559812,
2120,1.732424139,3.729672535,
2121,-0.253879301,-0.086988424,
2122,0.193364742,0.277377123,
2123,-0.029357362,-0.170491312,
2124,-0.386168765,-0.257481326,
2125,-0.136447149,-0.046271127,
2126,0.219286597,-0.383523305,
2127,0.058934171,-0.017288738,
2128,-0.031104156,-0.665275121,
2129,-0.042135949,-0.097336186,
2130,-0.046862976,0.246942056,
2131,-0.162739993,0.225175893,
2132,0.126492121,-0.033114717,
2133,0.314713507,-0.021102559,
2134,0.264881751,0.530821695,
2135,-0.476871297,0,
2136,-0.012965765,0.001923748,
2137,0.457912297,0.439861111,
2138,-0.064478062,0.108022949,
2139,-0.15534181,0.49035002,
2140,0.128920923,-0.346577273,
2141,-0.131435967,-0.218268503,
2142,0.184114423,-0.096796064,
2143,-0.007893156,0.021668353,
2144,-0.269635287,-0.631785099,
2145,-0.091498741,0.150342115,
2146,0.002563195,0.202635332,
2147,0.096095637,0.143561536,
2148,0.058649541,-0.125626219,
2149,-0.125630294,-0.068504043,
2150,-0.094621933,-0.194795958,
2151,0.029203547,-0.195625893,
2152,-0.109957653,0.277620672,
2153,0.075062451,-0.326931213,
2154,0.028132643,0.563085131,
2155,-0.019125147,0.734297635,
2156,0.231998345,0.017983891,
2157,-0.084089401,-0.274837461,
2158,1.616263173,2.735166026,
2159,-0.101789965,0.219522901,
2160,0.003066619,0.024777325,
2161,-0.050048511,0.242899809,
2162,-0.054036484,-0.328361136,
2163,0.00631955,-0.315132825,
2164,0.08467508,-0.438795962,
2165,-0.183974643,-0.498499923,
2166,0.011205297,0.172192322,
2167,-0.063150077,-0.114052951,
2168,0.32100718,0.731927934,
2169,-0.046623729,0.377662789,
2170,0.034272078,0,
2171,-0.039041741,-0.092888885,
2172,-0.0699497,0.025716821,
2173,-0.133471367,-0.050652031,
2174,-0.034749273,0.030052199,
2175,0.107022137,0.144547772,
2176,-0.137222763,0.312906222,
2177,-0.352829966,-0.413685208,
2178,0.015535928,-0.460042905,
2179,0.157505638,-0.458852359,
2180,0.11976134,-0.234772706,
2181,-0.023553605,-0.286741891,
2182,-0.018447253,-0.248330773,
2183,0.387100319,0.044908111,
2184,-0.06100113,-0.171606218,
2185,-0.100013756,0.297929837,
2186,-0.069017311,-0.558587418,
2187,-0.080646782,0.067497444,
2188,-0.031867516,-0.222912223,
2189,-0.005767879,-0.152236954,
2190,-0.076744862,-0.211832722,
2191,0.20449947,-0.116280447,
2192,0.110690124,0.510039585,
2193,-0.118956047,0,
2194,0.032976138,-0.145627146,
2195,0.084052045,0.205478022,
2196,0.076257604,-0.172013543,
2197,-0.04654235,0.102296018,
2198,0.025320173,-0.315582282,
2199,-0.033498691,0.034292724,
2200,-0.031500624,0.603873938,
2201,0.086239747,-0.188701447,
2202,0.026131532,0.301573582,
2203,0.133228267,-0.299110817,
2204,0.083432243,0.405920638,
2205,-0.032568054,-0.28632088,
2206,-0.10726701,-0.044581291,
2207,-0.003380573,-0.385117454,
2208,0.246936364,0.611174821,
2209,0.25637097,0.267943895,
2210,0.046153754,0.024299298,
2211,0.021848501,0.145730663,
2212,0.031768302,-0.124091937,
2213,0.176360477,-0.423809616,
2214,-0.077911322,-0.17617493,
2215,-0.104020907,0.061654619,
2216,0.110141775,-0.087911149,
2217,0.026700964,-0.23918956,
2218,0.124464174,0.167807137,
2219,0.022018951,-0.138791562,
2220,0.339413378,0.365262339,
2221,-0.282656464,-0.292111724,
2222,-0.03238968,-0.232878297,
2223,0.024424957,0.420661619,
2224,0.085288356,0.219780832,
2225,-0.019178283,-0.011235973,
2226,-0.014757603,-0.072871958,
2227,0.378160751,0.048171263,
2228,0.062989873,0.314126025,
2229,0.147441788,0.011978244,
2230,-0.173645455,-0.17085791,
2231,0.029363943,-0.37155207,
2232,0.119586483,0.147866723,
2233,0.206850743,0.357288758,
2234,0.153555276,-0.359573772,
2235,0.100808703,-0.233235114,
2236,0.048107327,0.0004632,
2237,0.064891895,-0.043344053,
2238,-0.0475366,-0.350127732,
2239,-0.08858,-0.260191189,
2240,-0.030338572,0.02662474,
2241,-0.074673032,-0.133224129,
2242,-0.007142091,0.08808846,
2243,0.421788416,1.068023388,
2244,0.218203631,0.508079079,
2245,0.109231627,0.211694542,
2246,0.039031915,0.001599257,
2247,0.166123241,-0.160191292,
2248,-0.209000682,-0.354365383,
2249,0.060381454,-0.249393521,
2250,1.503002712,3.870541945,
2251,1.89002734,3.354661953,
2252,-0.005764894,0.583480309,
2253,-0.069282913,-0.255312261,
2254,0.142426024,-0.565393358,
2255,0.000618111,0.134799335,
2256,0.112447924,-0.231316719,
2257,0.039065574,0.289257391,
2258,-0.086475002,-0.037107068,
2259,0.024867403,-0.074663181,
2260,-0.040346724,0.184325213,
2261,0.125556527,0.308567556,
2262,0.235552791,0.706330822,
2263,0.267230484,0.000633043,
2264,0.274945828,-0.255895423,
2265,-0.121967165,-0.120645598,
2266,0.047318914,0.114312103,
2267,-0.129854801,-0.09189192,
2268,-0.062084211,0.068453318,
2269,-0.061072359,0.12850278,
2270,0.3144403,0.035963777,
2271,0.071816532,0.286428822,
2272,0.031520793,0.095181889,
2273,0.015401959,-0.200330908,
2274,0.152566657,0.235151305,
2275,0.148786612,-0.028625073,
2276,0.236433599,0.381160897,
2277,0.233759087,-0.047749623,
2278,-0.100029915,0.121666987,
2279,-0.193541632,-0.281017114,
2280,-0.076277229,-0.187402601,
2281,0.059006627,-0.189926315,
2282,-0.168793616,-0.607459622,
2283,-0.022473553,-0.243612065,
2284,0.167836667,0.562354275,
2285,-0.062308547,0.137388727,
2286,0.022563844,-0.333319319,
2287,0.170701828,-0.044960065,
2288,-0.028800916,0.528337412,
2289,0.094482786,0.253840087,
2290,-0.876134159,-0.529900677,
2291,0.087247738,0.125975635,
2292,-0.071036902,-0.425528188,
2293,-0.026106613,-0.338325838,
2294,0.283689546,1.082580479,
2295,-0.160189432,-0.048533752,
2296,-0.118538982,-0.032997128,
2297,0.137613476,-0.072602727,
2298,0.007093075,-0.131429725,
2299,0.016781184,-0.559402924,
2300,0.360390221,-0.138284066,
2301,-0.064811583,0.130712251,
2302,-0.204230463,-0.213162732,
2303,0.009551523,-0.266595395,
2304,0.009929232,-0.120117834,
2305,0.23772773,0.774481979,
2306,-0.037864846,-0.121655172,
2307,0.268727489,0.318022522,
2308,-0.144322472,-0.072673861,
2309,0.004139018,-0.082868028,
2310,-0.000428776,-0.049448641,
2311,-0.029027623,-0.369704972,
2312,-0.031068132,-0.000441877,
2313,0.204189328,0.352108555,
2314,0.034731337,0.504722824,
2315,0.084815276,-0.154400156,
2316,0.120642871,0.017455189,
2317,0.165153912,0.420338078,
2318,0.049810935,0.682774134,
2319,0.027031655,-0.233450719,
2320,0.079636442,0.245343621,
2321,0.031024331,0.204010088,
2322,-0.002304328,0.13767036,
2323,0.019652558,-0.165108507,
2324,0.161160273,0.576657326,
2325,0.038960319,-0.068214097,
2326,-0.023861829,0.179355711,
2327,0.050308455,0.027008605,
2328,0.016805085,-0.228684779,
2329,0.082994858,0.046365596,
2330,-0.018835908,0.472209809,
2331,0.063191694,0.030349592,
2332,0.110888098,0.092290935,
2333,-0.014402402,-0.151794081,
2334,-0.063697757,-0.156315469,
2335,0.120688931,0.456609091,
2336,0.04811255,0.058054016,
2337,0.322868815,0.78039337,
2338,0.140925664,-0.085020522,
2339,-0.036499097,0.2086569,
2340,0.104123722,0.574639978,
2341,0.030204775,-0.193906982,
2342,0.252276019,0.474393864,
2343,0.08727588,-0.187990627,
2344,0.053462758,-0.057087316,
2345,-0.118775594,-0.065186711,
2346,0.131955153,0.015879639,
2347,0.003565026,-0.06325227,
2348,0.200973923,0.463278886,
2349,0.043337813,-0.286485374,
2350,0.132657068,0.050058054,
2351,0.10422558,-0.142150123,
2352,0.045190735,-0.128661978,
2353,0.114030089,0.038239004,
2354,-0.073222111,-0.011749929,
2355,-0.097343717,0.059707452,
2356,-0.151861964,-0.131384979,
2357,-0.058236419,0.352303248,
2358,0.065042247,0.58711876,
2359,-0.061589084,-0.3038484,
2360,-0.064334718,-0.242982763,
2361,0.053787011,-0.010026269,
2362,0.13044263,-0.021914164,
2363,-0.063256062,0.244698885,
2364,0.171477669,0.544735516,
2365,0.040363289,0.262969246,
2366,-0.016178682,0.146306168,
2367,-0.101522346,-0.102185043,
2368,-0.089619662,0.112986855,
2369,0.02030011,0.198358243,
2370,-0.009934709,0.05401344,
2371,0.094786455,0.064777365,
2372,0.042953225,0.108104142,
2373,-0.072670224,0.125007205,
2374,-0.049341779,-0.701005203,
2375,-0.227983856,-0.166471711,
2376,-0.131799743,-0.052006203,
2377,0.028295126,0.317322204,
2378,0.178386336,-0.031718497,
2379,-0.005965855,-0.191971009,
2380,-0.047581431,-0.223262624,
2381,-0.027307359,0.079772383,
2382,0.130120351,0.201858442,
2383,-0.079930352,0.110728909,
2384,0.161389018,-0.287771866,
2385,0.156902683,-0.34272635,
2386,0.045780863,0.626178975,
2387,0.063251723,0.104208975,
2388,0.122927021,-0.001256012,
2389,0.067534523,0.04702001,
2390,0.025310717,-0.209585635,
2391,-0.019219004,0.474696593,
2392,0.240677932,0.318423006,
2393,-0.046523172,-0.025676862,
2394,0.091501623,-0.03340756,
2395,0.029380936,-0.002043453,
2396,-0.033132596,-0.079217475,
2397,0.14570699,-0.326581631,
2398,-0.019174357,-0.018402045,
2399,-0.174425068,0.023316394,
2400,0.003461885,-0.100760513,
2401,-0.133855796,-0.369379488,
2402,0.020853124,-0.026896606,
2403,0.018028135,0.100554431,
2404,0.510454978,1.212203217,
2405,0.02001994,0.09252011,
2406,0.037846641,-0.022907613,
2407,0.183505738,-0.068829355,
2408,0.032251377,-0.39200092,
2409,-0.111442224,0.433009834,
2410,-0.024943199,-0.1694394,
2411,0.161167086,-0.0786453,
2412,-0.197145845,-0.119501883,
2413,-0.049384219,-0.214770286,
2414,0.001313007,-0.196096573,
2415,0.428750922,1.032961069,
2416,0.811764829,2.04209328,
2417,0.193791874,0.024648636,
2418,0.089404989,-0.349872712,
2419,0.137719351,-0.084470917,
2420,0.045136995,-0.183988214,
2421,0.109415333,0.721751631,
2422,0.517582031,1.910230451,
2423,0.013308468,0.063977737,
2424,0.014661952,0.200393192,
2425,-0.02969096,-0.069488168,
2426,0.615917236,2.52949645,
2427,-0.123354911,-0.19853322,
2428,0.085370852,0.226485286,
2429,-0.088676641,-0.105013343,
2430,-0.016265213,-0.134798709,
2431,0.145778446,0.114452004,
2432,-0.108441343,-0.01989821,
2433,0.023887338,0.294645883,
2434,-0.128983076,0.151816842,
2435,1.246638498,3.047642354,
2436,1.236548184,2.852363398,
2437,-0.037288013,-0.080044239,
2438,-0.088965405,0.092076232,
2439,0.07735937,-0.259491298,
2440,0.043208605,-0.183654163,
2441,-0.061943195,-0.104419043,
2442,0.035996868,-0.2637913,
2443,0.200502579,0.064532727,
2444,0.156737754,-0.259273128,
2445,-0.064942425,0.086928839,
2446,0.086277753,0.266540993,
2447,-0.031327468,0.064604797,
2448,-0.165100322,-0.459547163,
2449,-0.012272211,0.166165254,
2450,-0.108734429,-0.140057378,
2451,0.074636024,-0.029909101,
2452,0.216993947,0.667663331,
2453,0.142838622,0.264216405,
2454,0.105850916,0.671781211,
2455,0.155904133,-0.225217307,
2456,0.093357652,0.086962064,
2457,0.043423837,-0.04181552,
2458,0.108572571,0.044769942,
2459,0.111001905,0.371295081,
2460,0.03652362,0.111544057,
2461,-0.001690534,-0.28417068,
2462,-0.024186505,-0.231902059,
2463,-0.080046848,-0.092070244,
2464,0.070021765,0.364732426,
2465,0.063697114,-0.032989228,
2466,-0.032489762,0.00309855,
2467,-0.107733092,-0.219376151,
2468,-0.075289765,-0.010347379,
2469,0.01803615,-0.074998839,
2470,-0.014540965,-0.015343044,
2471,0.121255464,0.308874066,
2472,0.065551021,0.161985879,
2473,-0.113797583,-0.204393418,
2474,-0.234782042,-0.127128053,
2475,-0.019120575,-0.061388616,
2476,-0.061612639,-0.340902876,
2477,0.04908239,-0.230681299,
2478,0.031054905,0.038751186,
2479,0.090145834,0.217246466,
2480,-0.24974245,-0.080748709,
2481,0.363560401,0.837632632,
2482,-0.037934029,-0.168545798,
2483,-0.09753979,-0.360773365,
2484,0.077086184,-0.12650285,
2485,0.014777205,-0.244069349,
2486,0.020790984,0.146423645,
2487,-0.008987454,-0.005415708,
2488,0.069477851,-0.03386829,
2489,0.021522677,-0.226291448,
2490,-0.062242019,-0.066529035,
2491,-0.034868854,0.186110187,
2492,-0.049949745,0.158580613,
2493,0.162138275,-0.40129083,
2494,0.093652444,-1.445572162,
2495,-0.01256317,-0.06769786,
2496,-0.394298383,-0.245697271,
2497,-0.018163079,0.083550092,
2498,-0.083005749,-0.440338408,
2499,-0.025505761,-0.086918104,
2500,0.248186783,-0.521496985,
2501,0.011269418,0.030717599,
2502,0.019948103,-0.145211614,
2503,0.131404311,0.122761426,
2504,0.124598295,0.471729424,
2505,0.089221021,0.719909282,
2506,0.033526495,0.65534095,
2507,0.510620252,0.723507629,
2508,0.072689367,-0.135861343,
2509,-0.059567454,0.03361444,
2510,-0.130524501,-0.067856795,
2511,-0.003994932,-0.1044899,
